user_id,event_type,mood,place_id,rating,distance_km,price_level,is_open,event_time
7,place_click,date,place_218,4.2,1.02,1,False,2025-12-23 02:42:22.643548
73,place_click,budget,place_59,3.4,1.92,1,False,2025-12-22 14:12:22.643555
16,place_click,quick_bite,place_91,3.6,0.04,1,False,2025-12-16 18:49:22.643563
53,place_click,date,place_298,4.3,0.29,3,True,2025-12-15 09:47:22.643570
74,place_click,work,place_68,4.9,4.62,2,True,2025-12-17 06:46:22.643577
4,place_click,work,place_141,4.8,0.69,1,True,2025-12-13 21:06:22.643584
92,place_click,date,place_113,3.0,3.95,2,True,2025-12-25 13:25:22.643591
95,place_click,work,place_71,3.9,5.1,1,False,2025-12-20 01:57:22.643598
19,place_click,date,place_229,4.9,2.88,1,True,2025-12-21 12:15:22.643605
19,place_click,work,place_276,3.6,0.73,2,False,2025-12-24 09:24:22.643612
67,place_click,quick_bite,place_143,4.7,0.57,1,False,2025-12-25 16:58:22.643620
13,place_click,budget,place_18,3.3,1.22,3,True,2025-12-25 02:10:22.643627
59,place_click,budget,place_1,4.9,1.79,3,True,2025-12-19 01:17:22.643634
43,place_click,work,place_269,4.1,0.15,2,True,2025-12-17 20:54:22.643642
11,place_click,quick_bite,place_69,4.2,6.92,2,False,2025-12-14 19:56:22.643648
13,place_click,date,place_51,3.3,1.1,3,True,2025-12-25 20:49:22.643655
99,place_click,date,place_17,4.8,2.03,3,True,2025-12-25 04:04:22.643662
69,place_click,date,place_74,4.4,1.82,1,True,2025-12-14 23:55:22.643669
62,place_click,work,place_76,3.7,0.52,1,False,2025-12-17 21:33:22.643677
33,place_click,work,place_87,4.6,2.49,2,False,2025-12-19 23:44:22.643684
22,place_click,budget,place_246,4.7,3.67,1,False,2025-12-26 18:18:22.643693
82,place_click,quick_bite,place_104,4.0,1.04,2,False,2025-12-26 04:03:22.643702
40,place_click,quick_bite,place_227,4.6,1.57,2,True,2025-12-21 03:28:22.643709
35,place_click,date,place_102,4.4,2.38,2,True,2025-12-24 16:03:22.643716
67,place_click,work,place_261,4.8,0.62,1,True,2025-12-21 01:06:22.643723
54,place_click,quick_bite,place_275,3.8,0.15,3,False,2025-12-26 05:44:22.643729
13,place_click,work,place_237,4.2,0.05,1,True,2025-12-20 03:53:22.643736
32,place_click,date,place_88,3.9,1.17,1,True,2025-12-24 23:21:22.643743
69,place_click,budget,place_14,3.6,1.34,1,True,2025-12-27 03:53:22.643750
73,place_click,budget,place_129,3.1,0.06,2,False,2025-12-27 02:49:22.643757
60,place_click,budget,place_121,4.6,0.67,3,True,2025-12-24 06:06:22.643764
73,place_click,budget,place_298,3.3,1.11,1,True,2025-12-20 01:29:22.643771
85,place_click,work,place_250,4.5,0.36,3,True,2025-12-20 13:52:22.643778
35,place_click,work,place_125,4.2,0.13,2,True,2025-12-26 23:51:22.643785
59,place_click,quick_bite,place_192,3.1,1.14,1,False,2025-12-26 17:37:22.643792
87,place_click,quick_bite,place_288,4.1,1.52,3,True,2025-12-22 21:51:22.643799
90,place_click,quick_bite,place_115,4.5,5.59,3,True,2025-12-17 16:54:22.643806
84,place_click,work,place_160,4.0,0.59,3,False,2025-12-26 00:32:22.643813
86,place_click,budget,place_144,4.6,0.47,3,False,2025-12-24 12:31:22.643820
16,place_click,date,place_114,3.9,0.12,3,True,2025-12-16 09:38:22.643828
94,place_click,quick_bite,place_123,3.1,4.93,2,True,2025-12-25 04:12:22.643836
13,place_click,work,place_232,4.7,1.79,3,True,2025-12-21 12:03:22.643843
18,place_click,budget,place_192,3.8,0.29,1,True,2025-12-15 22:28:22.643850
13,place_click,date,place_48,3.3,0.43,2,True,2025-12-23 20:19:22.643856
8,place_click,budget,place_87,4.1,1.88,3,True,2025-12-23 20:05:22.643863
41,place_click,work,place_100,4.3,0.49,3,False,2025-12-17 18:47:22.643870
65,place_click,date,place_256,4.9,2.01,2,True,2025-12-17 01:18:22.643877
37,place_click,date,place_219,4.1,1.42,3,False,2025-12-26 04:31:22.643884
64,place_click,work,place_51,3.8,0.43,1,True,2025-12-21 11:45:22.643891
2,place_click,date,place_65,3.7,2.13,1,True,2025-12-15 19:40:22.643898
59,place_click,work,place_267,3.0,0.19,3,True,2025-12-19 10:27:22.643905
11,place_click,budget,place_277,3.1,0.06,2,False,2025-12-16 12:12:22.643912
80,place_click,work,place_265,4.7,1.82,1,False,2025-12-26 10:15:22.643919
2,place_click,date,place_144,3.9,0.15,1,False,2025-12-15 01:28:22.643928
94,place_click,work,place_199,4.0,0.96,1,True,2025-12-15 17:00:22.643935
31,place_click,date,place_300,3.3,0.85,2,True,2025-12-15 23:30:22.643942
26,place_click,date,place_164,3.8,1.44,2,True,2025-12-14 06:22:22.643948
9,place_click,date,place_139,4.3,0.07,1,True,2025-12-13 20:40:22.643956
95,place_click,date,place_17,3.7,1.47,3,True,2025-12-14 16:42:22.643963
49,place_click,work,place_131,4.0,2.91,2,False,2025-12-21 15:19:22.643971
93,place_click,budget,place_39,4.3,0.27,2,True,2025-12-16 12:30:22.643978
39,place_click,date,place_286,3.1,1.54,2,False,2025-12-23 09:04:22.643985
3,place_click,date,place_31,3.1,1.32,1,False,2025-12-20 15:04:22.643992
74,place_click,work,place_227,4.9,1.29,2,False,2025-12-15 02:13:22.643999
9,place_click,budget,place_234,3.8,1.55,3,True,2025-12-24 02:03:22.644006
13,place_click,work,place_258,3.9,1.18,2,False,2025-12-20 09:11:22.644013
23,place_click,quick_bite,place_214,4.9,0.73,2,False,2025-12-24 08:28:22.644021
52,place_click,quick_bite,place_233,4.9,3.54,1,True,2025-12-18 23:08:22.644030
62,place_click,budget,place_19,3.4,0.11,3,True,2025-12-22 08:55:22.644036
85,place_click,work,place_55,3.2,0.03,2,True,2025-12-18 11:54:22.644043
21,place_click,budget,place_185,3.2,1.72,3,True,2025-12-27 09:29:22.644050
14,place_click,date,place_170,3.1,0.58,2,True,2025-12-20 19:51:22.644057
66,place_click,budget,place_54,4.7,0.04,1,True,2025-12-22 14:20:22.644064
5,place_click,work,place_260,4.6,0.5,2,True,2025-12-21 22:09:22.644070
55,place_click,budget,place_247,3.2,1.79,1,False,2025-12-15 00:46:22.644077
30,place_click,date,place_222,4.3,3.15,3,True,2025-12-16 03:11:22.644085
32,place_click,budget,place_145,4.5,2.44,3,True,2025-12-13 22:43:22.644092
53,place_click,budget,place_169,3.6,0.29,3,True,2025-12-23 19:09:22.644099
37,place_click,date,place_253,4.5,2.47,2,False,2025-12-13 20:43:22.644107
20,place_click,budget,place_94,5.0,0.8,1,False,2025-12-14 13:32:22.644114
21,place_click,quick_bite,place_220,3.7,2.25,1,True,2025-12-18 17:05:22.644121
34,place_click,work,place_39,3.7,4.01,1,False,2025-12-22 17:32:22.644128
89,place_click,budget,place_39,4.7,0.84,1,True,2025-12-17 14:48:22.644135
78,place_click,work,place_296,4.5,2.11,1,False,2025-12-19 14:19:22.644142
47,place_click,work,place_104,3.2,3.49,3,False,2025-12-18 07:31:22.644149
68,place_click,work,place_296,4.0,2.63,2,True,2025-12-16 08:33:22.644157
18,place_click,date,place_212,3.6,3.39,2,True,2025-12-22 19:17:22.644164
56,place_click,budget,place_43,3.8,0.02,3,False,2025-12-16 16:05:22.644171
35,place_click,budget,place_160,4.8,0.14,3,False,2025-12-26 22:25:22.644177
63,place_click,quick_bite,place_158,3.6,4.5,2,False,2025-12-17 07:54:22.644184
96,place_click,quick_bite,place_266,4.9,1.28,2,True,2025-12-20 14:14:22.644191
80,place_click,budget,place_125,4.3,0.89,3,True,2025-12-16 12:32:22.644198
89,place_click,quick_bite,place_264,3.6,0.6,1,False,2025-12-26 10:34:22.644215
44,place_click,budget,place_91,4.3,2.09,3,True,2025-12-20 13:46:22.644225
84,place_click,quick_bite,place_39,4.6,2.34,3,True,2025-12-24 14:52:22.644232
37,place_click,date,place_281,3.2,1.02,2,False,2025-12-18 23:57:22.644239
67,place_click,budget,place_52,3.1,1.2,2,True,2025-12-23 02:32:22.644246
61,place_click,date,place_131,3.9,3.28,2,True,2025-12-19 20:07:22.644253
35,place_click,work,place_10,3.7,0.19,3,True,2025-12-18 05:57:22.644261
58,place_click,date,place_240,3.3,2.15,1,False,2025-12-21 04:18:22.644268
70,place_click,quick_bite,place_206,4.2,0.16,3,False,2025-12-25 15:30:22.644275
82,place_click,budget,place_151,3.2,1.81,2,False,2025-12-20 21:26:22.644281
54,place_click,date,place_56,3.1,2.59,3,True,2025-12-21 19:37:22.644288
80,place_click,work,place_39,4.4,0.13,2,False,2025-12-19 22:50:22.644295
88,place_click,date,place_118,3.2,6.47,2,False,2025-12-16 14:08:22.644302
46,place_click,quick_bite,place_262,3.7,0.69,3,False,2025-12-15 16:27:22.644309
36,place_click,work,place_287,4.6,4.41,2,True,2025-12-19 17:09:22.644316
4,place_click,quick_bite,place_298,5.0,2.1,2,False,2025-12-23 18:30:22.644323
45,place_click,date,place_268,3.8,0.13,1,False,2025-12-17 11:48:22.644330
31,place_click,budget,place_55,4.6,1.23,3,True,2025-12-15 00:40:22.644337
12,place_click,quick_bite,place_4,3.8,3.55,1,True,2025-12-19 20:52:22.644344
19,place_click,quick_bite,place_6,3.2,1.02,3,True,2025-12-22 15:26:22.644351
5,place_click,quick_bite,place_69,3.0,0.95,2,True,2025-12-17 02:02:22.644358
55,place_click,quick_bite,place_24,3.1,0.19,2,False,2025-12-23 03:27:22.644365
42,place_click,work,place_232,3.2,1.57,2,True,2025-12-14 07:34:22.644372
67,place_click,budget,place_154,4.5,1.31,2,True,2025-12-13 20:28:22.644378
92,place_click,quick_bite,place_113,4.9,0.7,2,False,2025-12-21 00:56:22.644385
48,place_click,budget,place_49,3.6,3.04,2,False,2025-12-22 09:27:22.644395
20,place_click,quick_bite,place_53,3.4,4.95,3,False,2025-12-22 09:59:22.644403
88,place_click,budget,place_117,3.0,5.25,1,False,2025-12-20 00:26:22.644410
45,place_click,budget,place_72,3.1,3.33,1,True,2025-12-23 22:00:22.644417
42,place_click,date,place_39,4.1,7.44,2,False,2025-12-26 02:42:22.644424
5,place_click,quick_bite,place_79,3.1,1.21,3,True,2025-12-25 11:12:22.644431
80,place_click,date,place_55,4.9,1.11,2,False,2025-12-13 16:16:22.644438
19,place_click,quick_bite,place_158,4.3,1.78,1,False,2025-12-15 01:50:22.644445
79,place_click,date,place_111,3.9,1.48,2,True,2025-12-19 00:34:22.644452
57,place_click,date,place_238,4.2,3.47,2,False,2025-12-25 09:30:22.644459
25,place_click,work,place_117,3.1,0.49,2,False,2025-12-16 05:58:22.644466
88,place_click,budget,place_87,4.9,3.31,1,False,2025-12-17 05:08:22.644473
2,place_click,quick_bite,place_154,3.9,1.45,1,True,2025-12-24 02:04:22.644480
16,place_click,work,place_127,3.6,0.31,1,True,2025-12-14 02:29:22.644488
55,place_click,budget,place_108,3.9,0.65,2,True,2025-12-27 10:02:22.644496
49,place_click,budget,place_148,4.2,0.12,1,False,2025-12-20 10:16:22.644503
64,place_click,quick_bite,place_259,4.9,6.43,3,False,2025-12-25 16:03:22.644510
7,place_click,budget,place_268,4.4,1.15,2,True,2025-12-17 06:01:22.644517
50,place_click,date,place_91,3.6,2.52,3,True,2025-12-27 11:42:22.644523
42,place_click,work,place_286,4.4,0.27,1,False,2025-12-25 08:37:22.644530
98,place_click,date,place_233,4.8,2.59,3,True,2025-12-14 06:54:22.644539
57,place_click,quick_bite,place_78,4.9,1.94,3,True,2025-12-23 11:14:22.644546
11,place_click,date,place_273,4.2,0.81,1,True,2025-12-22 07:49:22.644553
13,place_click,date,place_236,4.9,3.02,3,False,2025-12-19 05:14:22.644560
98,place_click,quick_bite,place_31,3.1,0.04,2,True,2025-12-27 06:21:22.644567
37,place_click,work,place_23,3.8,2.5,2,False,2025-12-19 13:39:22.644574
87,place_click,work,place_59,5.0,0.24,2,False,2025-12-27 03:56:22.644581
13,place_click,budget,place_91,4.2,0.72,3,True,2025-12-17 03:55:22.644589
69,place_click,budget,place_240,4.9,2.77,3,True,2025-12-20 13:30:22.644596
39,place_click,quick_bite,place_240,4.7,0.95,1,False,2025-12-20 23:46:22.644603
32,place_click,work,place_65,3.8,0.48,3,False,2025-12-22 20:18:22.644610
59,place_click,quick_bite,place_75,3.1,3.0,3,True,2025-12-14 11:32:22.644617
81,place_click,work,place_106,4.6,12.26,1,False,2025-12-25 19:23:22.644625
63,place_click,budget,place_57,5.0,1.22,2,False,2025-12-14 11:35:22.644635
71,place_click,quick_bite,place_138,4.5,4.34,1,True,2025-12-17 21:09:22.644642
76,place_click,work,place_229,4.7,0.43,1,False,2025-12-19 10:12:22.644650
23,place_click,work,place_28,3.9,0.21,2,False,2025-12-17 04:38:22.644657
66,place_click,date,place_193,4.9,1.4,2,True,2025-12-23 21:11:22.644665
33,place_click,quick_bite,place_112,3.5,1.67,2,True,2025-12-24 19:23:22.644672
47,place_click,date,place_289,4.2,0.67,2,True,2025-12-22 05:21:22.644680
14,place_click,work,place_97,3.2,1.67,3,True,2025-12-26 07:09:22.644688
68,place_click,date,place_241,4.0,2.22,1,True,2025-12-22 03:13:22.644695
72,place_click,quick_bite,place_167,4.0,2.87,3,False,2025-12-18 12:08:22.644702
67,place_click,quick_bite,place_103,4.1,1.23,3,True,2025-12-20 01:23:22.644708
16,place_click,budget,place_143,4.8,0.77,1,False,2025-12-22 05:59:22.644715
42,place_click,budget,place_52,3.3,0.04,2,False,2025-12-26 14:52:22.644722
93,place_click,budget,place_209,4.5,1.45,3,True,2025-12-20 14:36:22.644729
82,place_click,budget,place_179,4.4,0.36,2,False,2025-12-22 06:48:22.644736
60,place_click,budget,place_264,3.3,0.02,2,True,2025-12-21 05:15:22.644744
18,place_click,work,place_255,3.7,1.34,1,False,2025-12-23 21:50:22.644751
90,place_click,work,place_166,3.8,0.86,1,False,2025-12-17 02:35:22.644758
77,place_click,work,place_129,4.8,0.64,1,False,2025-12-24 03:42:22.644765
76,place_click,quick_bite,place_154,4.0,2.3,3,False,2025-12-24 15:19:22.644772
64,place_click,date,place_26,3.8,1.46,1,True,2025-12-22 21:31:22.644778
25,place_click,quick_bite,place_242,4.7,4.48,3,False,2025-12-14 19:38:22.644786
49,place_click,budget,place_40,3.3,3.92,3,False,2025-12-21 20:19:22.644792
93,place_click,work,place_146,4.0,0.45,2,False,2025-12-25 16:44:22.644799
25,place_click,date,place_80,3.9,5.87,1,True,2025-12-23 14:06:22.644806
21,place_click,budget,place_63,4.0,0.6,2,True,2025-12-17 04:17:22.644813
99,place_click,quick_bite,place_212,4.3,0.41,1,False,2025-12-14 12:47:22.644822
62,place_click,budget,place_169,3.2,0.21,3,True,2025-12-20 14:16:22.644829
48,place_click,quick_bite,place_295,3.3,0.25,2,True,2025-12-15 17:36:22.644836
30,place_click,budget,place_200,3.3,1.54,1,False,2025-12-27 06:51:22.644843
54,place_click,budget,place_120,3.4,0.64,3,False,2025-12-17 00:49:22.644850
47,place_click,work,place_149,4.8,0.96,1,True,2025-12-15 06:39:22.644858
46,place_click,quick_bite,place_188,4.3,0.28,3,False,2025-12-23 06:44:22.644865
87,place_click,date,place_48,3.4,0.06,1,True,2025-12-26 04:00:22.644872
100,place_click,budget,place_59,3.3,0.49,3,False,2025-12-20 17:54:22.644879
53,place_click,date,place_190,3.4,0.14,2,True,2025-12-21 09:53:22.644886
64,place_click,quick_bite,place_87,3.2,0.93,1,True,2025-12-15 21:51:22.644893
66,place_click,budget,place_219,3.4,0.68,3,False,2025-12-25 14:12:22.644900
78,place_click,work,place_30,4.0,1.76,2,True,2025-12-16 19:37:22.644907
15,place_click,quick_bite,place_54,3.1,2.41,1,False,2025-12-20 09:35:22.644915
24,place_click,quick_bite,place_282,4.3,0.13,3,False,2025-12-16 11:29:22.644921
65,place_click,budget,place_226,4.7,3.81,1,False,2025-12-19 18:18:22.644928
68,place_click,budget,place_196,3.1,0.49,1,False,2025-12-13 23:57:22.644935
7,place_click,quick_bite,place_25,4.6,2.07,1,False,2025-12-19 13:28:22.644943
75,place_click,work,place_294,3.4,0.35,3,False,2025-12-14 02:29:22.644952
87,place_click,date,place_33,3.7,0.99,2,True,2025-12-18 17:20:22.644961
37,place_click,date,place_165,4.2,0.69,3,True,2025-12-22 03:03:22.644968
6,place_click,budget,place_69,3.9,2.06,3,True,2025-12-20 16:35:22.644975
39,place_click,date,place_221,3.1,0.44,2,True,2025-12-19 11:45:22.644982
33,place_click,date,place_181,4.4,3.38,1,True,2025-12-15 04:05:22.644990
39,place_click,work,place_283,4.0,1.14,3,True,2025-12-23 10:41:22.644997
67,place_click,budget,place_206,3.2,0.89,1,False,2025-12-23 16:26:22.645004
43,place_click,date,place_285,4.1,0.42,1,True,2025-12-18 16:31:22.645011
5,place_click,budget,place_78,3.5,0.71,3,False,2025-12-19 12:10:22.645018
58,place_click,work,place_109,3.0,0.58,2,True,2025-12-18 00:15:22.645025
28,place_click,date,place_230,3.4,0.6,2,True,2025-12-14 07:21:22.645031
26,place_click,date,place_227,3.2,3.32,1,True,2025-12-23 02:22:22.645038
55,place_click,work,place_211,4.2,1.7,3,False,2025-12-20 04:45:22.645045
12,place_click,date,place_217,4.6,1.04,2,False,2025-12-17 14:51:22.645052
96,place_click,budget,place_41,3.2,1.16,1,False,2025-12-26 09:17:22.645060
64,place_click,date,place_113,4.2,2.05,2,False,2025-12-25 23:19:22.645067
51,place_click,work,place_79,3.9,0.2,2,False,2025-12-25 04:01:22.645073
80,place_click,quick_bite,place_206,3.6,0.68,2,False,2025-12-26 03:06:22.645080
20,place_click,date,place_110,4.3,1.27,2,True,2025-12-24 17:18:22.645089
49,place_click,date,place_98,3.7,6.46,1,True,2025-12-14 11:16:22.645096
1,place_click,work,place_164,4.2,0.41,3,True,2025-12-21 14:20:22.645105
77,place_click,budget,place_190,3.2,0.25,3,True,2025-12-24 15:42:22.645112
83,place_click,budget,place_253,3.5,0.26,1,False,2025-12-23 03:17:22.645118
41,place_click,work,place_110,3.4,0.5,1,False,2025-12-17 15:49:22.645125
10,place_click,quick_bite,place_241,3.3,3.41,1,False,2025-12-16 18:46:22.645132
15,place_click,quick_bite,place_9,3.2,1.12,2,True,2025-12-14 12:23:22.645139
71,place_click,date,place_210,3.8,6.06,2,False,2025-12-15 20:02:22.645146
95,place_click,quick_bite,place_145,3.2,0.76,3,True,2025-12-25 10:06:22.645153
